Date,Forecast,Lower_CI,Upper_CI
2027-04-09,206.49417,191.91527522005467,221.07306706510158
2027-04-12,206.4873,191.90889355025345,221.06571582474655
2027-04-13,206.48065,191.90271042129052,221.05859328964698
2027-04-14,206.4742,191.8967116516774,221.05168312371322
2027-04-15,206.46796,191.89091142290252,221.04500166303498
2027-04-16,206.46193,191.88530973496592,221.0385489076122
2027-04-19,206.45607,191.87986404340222,221.0322758491759
2027-04-20,206.4504,191.8745885296999,221.02619882381572
2027-04-21,206.4449,191.86948319385894,221.02031783153168
2027-04-22,206.43959,191.86454803587935,221.01463287232377
2027-04-23,206.43442,191.85974051129577,221.00909493792298
2027-04-26,206.42944,191.85511734606203,221.00376937268797
2027-04-27,206.42459,191.85060763273583,220.99857449617042
2027-04-28,206.41989,191.84623973429413,220.99354298054962
2027-04-29,206.41536,191.84202783222534,220.98869116191528
2027-04-30,206.41096,191.83794356355256,220.98398636808807
2027-05-03,206.4067,191.83397274678737,220.97941226297826
2027-05-04,206.40256,191.8301295634182,220.97498518267554
2027-05-05,206.39857,191.8264281949335,220.97072146326963
2027-05-06,206.3947,191.82282609686794,220.96657209649143
2027-05-07,206.39093,191.8193232692215,220.962537082341
2027-05-10,206.3873,191.8159480749711,220.95864909299766
2027-05-11,206.38377,191.81267215113982,220.95487545628205
2027-05-12,206.38037,191.8095096792161,220.9512325082839
2027-05-13,206.37706,191.80643229622308,220.9476875768238
2027-05-14,206.37387,191.80346836513763,220.94427333408112
2027-05-17,206.37077,191.80058952298288,220.9409571078765
2027-05-18,206.36775,191.79778158827034,220.93772256212029
2027-05-19,206.36484,191.79507292397693,220.93460236899182
2027-05-20,206.36205,191.79247771159112,220.93161286458076
2027-05-21,206.35931,191.7899392251591,220.9286887045284
2027-05-24,206.35666,191.78747164616928,220.92584622492447
2027-05-25,206.3541,191.7850891561102,220.92310176185856
2027-05-26,206.35161,191.7827775734933,220.92043897924108
2027-05-27,206.34923,191.78056526129555,220.91789054925133
2027-05-28,206.3469,191.77839549356315,220.9153911275306
2027-05-31,206.34465,191.77631081476142,220.91298972234796
2027-06-01,206.34247,191.7742828619135,220.910653661524
2027-06-02,206.34035,191.77231163501932,220.9083829450588
2027-06-03,206.33829,191.77039713407896,220.9061775729523
2027-06-04,206.3363,191.76855354058085,220.90405388129415
2027-06-07,206.3344,191.76678085452497,220.9020118700844
2027-06-08,206.33252,191.76503653144596,220.90000253105404
2027-06-09,206.33072,191.7633631158092,220.89807487247205
2027-06-10,206.32896,191.76173224463778,220.8961962221591
2027-06-11,206.32727,191.76015809942015,220.89438291620485
2027-06-14,206.32564,191.7586406801563,220.89263495460932
2027-06-15,206.32404,191.75715162386936,220.89091966519314
2027-06-16,206.32251,191.75573347502467,220.88928605622533
